1915海洋咖啡館,,這是一家有餐點有下午茶的餐廳。餐廳出入口為手推門輪椅使用者需協助，走道只夠一台輪椅通行，桌椅方便輪椅使用者用餐，藝術館內設有無障廁所空間足夠但門口有一公分的小門檻，提供輪椅充電服務。位在陽明海洋文化藝術館的一樓，海洋風的佈置以藍色為基調，提供排餐、簡餐、輕食、下午茶和飲料。在這可以輕鬆自在。,02-24288807,基隆市仁愛區港西街4號1樓,25.1325936,121.7400018,手工皮薩::NT$$160<>鮪魚三明治::NT$$160,基隆市,仁愛區(基隆),平日::11:30$$21:00<>週末::11:30$$21:00<>午休::14:00$$17:00,NT$160$$NT$720<>(需加收10%服務費),店內只有一般廁所,本身設有無障礙停車位,,提供一般插座充電服務,"異國料理,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所,免費Wifi",,
連升活海鮮熱炒,,這是一間平價熱炒店。位於新莊黃昏市場旁的中華路一段上。營業時段門會保持開啟狀態方便輪椅使用者出入。店內沒有廁所，可至新莊運動公園使用無障礙廁所。外表沒有漂亮的裝潢，但是口味還不錯，100元餐點份量也不少，對於喜歡吃熱炒的朋友這是不錯的選擇，不過入口坡道有點陡，進出要注意。,02-29911329,新北市新莊區中華路一段182號-1,25.0422225,121.4529889,宮保雞丁::NT$100,新北市,新莊區,平日::16:00$$24:00<>週末::16:00$$24:00,NT$60$$NT$990,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
老地方生猛活海鮮,,老地方生猛活海鮮是一家熱炒店。門為常保開啟，通道寬敞輪椅與行人通行無礙，容膝空間方便輪椅用餐，但店內只有一般廁所，輪椅若需使用無障礙廁所可就近至捷運頭前庄站。這裏的百元熱炒菜色很多，份量也不少，口味相當不錯，店內場地不小，適合多部輪椅聚餐與吃宵夜的好地方。,02-29918356,新北市新莊區中華路一段180號,25.041963,121.452819,蒜泥白肉::NT$100,新北市,新莊區,平日::11:00$$01:30<>週末::11:00$$01:30,NT$60$$NT$500,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
巨林美而美,,巨林美而美是複合式早餐店，位置空間較小，但服務不錯。可以提供電動輪椅充電，但店內只有一般廁所，且廁所空間狹小，入口不好進入，需要連續開兩個門，對輪椅族不方便！但老闆熱心幫忙開門，態度良好，不管上班前或悠閒週末都可以來吃早餐。沒有附近的無障礙廁所資訊，或附近沒有無障礙廁所。,02-22777903,新北市新莊區中和街148號,25.0511404,121.4482489,九層塔蛋餅::NT$25<>奶茶(小)::NT$10,新北市,新莊區,平日::04:30$$13:00<>週末::04:30$$14:00,NT$10$$NT$50,,,,,"中式餐廳,複合餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
阿霞魯肉飯,,阿霞魯肉飯位在中和街忠誠街紅綠燈旁，輪椅族進出方便，店內採用活動桌椅，桌下淨空，方便輪椅與嬰兒車靠近用餐。豬肝湯，沙茶乾麵，魯肉飯都不錯，適合喜歡食物較油的顧客。,02-29925732,新北市新莊區中和街125巷16號,25.048699,121.44682,豬肝麵::NT$60元,新北市,新莊區,平日::11:00$$20:30<>週末::00:00$$00:00<>午休::00:00$$00:00<>公休::禮拜日,NT$30$$NT$70,店內只有一般廁所,附近設有無障礙停車位,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
日之美早餐吧,新莊店,這是一家提供中西式早餐的平價店。門常保開啟，走道需挪動椅子才可使輪椅通行，桌下空間方便輪椅使用者靠近用餐，店內不提供廁所。每天都營業(全年無休)，而且口味有多重選擇，所以想吃早餐是最佳早餐店。,02-27880395,新北市新莊區中和街52號,25.044627,121.44813,照燒豬肉漢堡::NT$55元,新北市,新莊區,平日::04:30$$13:00<>週末::04:30$$13:00<>午休::00:00$$00:00,NT$10$$NT$55,,,,,複合餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,友善充電座",,
品品香炸雞便當,,這是一間中式傳統便當店。位於新莊思賢國小斜對面。推拉式玻璃門輪椅使用者需有人協助。店內沒有廁所，可至側邊學校管理室借無障礙廁所。300公尺處有個立體停車場。小小的店面很不起眼，但動線很適合身障朋友進入用餐。萬物全漲，只有它家便當沒漲。,02-89942627,新北市新莊區自立街208號,25.0454025,121.4569648,三層肉便當::NT$50元,新北市,新莊區,平日::11:30$$20:00<>週末::00:00$$00:00<>午休::14:00$$17:00<>公休::禮拜日,NT$50$$NT$65,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
亞美?豆漿大王,,這是一間以各式蛋餅?飯團?豆漿為主的傳統早餐店。位於新莊中港路351號。開放式空間方便輪椅使用者出入。店內沒有廁所，附近沒有無障礙廁所，或沒有附近無障礙廁所的資訊。營業時間從下午五點到早上11點，不管是早點或宵夜都是很棒的選擇。平價小吃，餐點口味好，種類多，幾個銅板就可以吃飽飽，可以說是銅板美食。它的正門騎樓是一大階，可以從旁邊店面的平騎樓進入，可別只看前面一階就放棄喔。,02-22772666,新北市新莊區中港路351號,25.045775,121.4521016,"蘿蔔糕,蛋餅加熱豆漿::NT$60",新北市,新莊區,平日::17:00$$11:00<>週末::17:00$$11:00,NT$10$$NT$60,店內只有一般廁所,附近設有無障礙停車位,,,"中式餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
龍鳳美而美,,這是一間早餐店。開放式空間方便輪椅使用者出入。店內沒有提供廁所，附近沒有無障礙廁所，或沒有附近無障礙廁所的資訊。空間寬敞，早餐的可口，老闆娘熱情，是享受早餐的好選擇。,02-29913301,新北市新莊區中誠街144號,25.04763,121.4486616,豬肉土司總匯::NT$55元,新北市,新莊區,平日::06:00$$13:30<>週末::06:00$$14:00,NT$15$$NT$50,,,,,複合餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
美律素食堡,,這是一間以素食漢堡、素食蛋餅和素食土司為主的早餐店，開放式空間方便輪椅使用者出入。店內沒有廁所，附近沒有無障礙廁所或沒有無障礙廁所的資訊。桌椅是移動式，輪椅使用者與嬰兒車可方便靠近用餐，雖然是素食，口味卻相當多選擇！,02-29907859,新北市新莊區中和街63號,25.0471426,121.447445,三明治總匯::NT$55元,新北市,新莊區,平日::05:30$$12:30<>週末::05:30$$12:30,NT$10$$NT$55,,,,,"異國料理,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
Cupidon Cafe,,這是一家以義大利麵、燉飯、輕食和下午茶等為主的複合式餐廳，位於信義區ATT 4 FUN的四樓。開放式空間方便輪椅使用者出入，商場內設有無障礙廁所。提供手機及電輪充電服務。食材可依顧客需求烹調。主打「夢幻甜點主題樂園」，也有「型男」服務生。取餐與結帳有專人服務。餐廳內部有落地窗可仰望101大樓。建議先訂位，可節省人多時的等待時間。,02-77375377,台北市信義區松壽路12號4樓 (ATT 4 FUN),25.03531,121.5660665,蒜香雞肉燉飯::NT$200<>奇異果冰沙::NT$140,台北市,信義區,平日::11:00$$22:00<>週末::11:00$$22:00,NT$60$$NT$388,,,,,"西式餐廳,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,障礙好停車,免費Wifi,友善充電座",,
Mocadi 莫卡迪義法創意料理,光復店,這是一家異國創意料理的店。位於捷運國父紀念館步行6分鐘可達。店內只有一般廁所需用無障礙廁所需到捷運站。南歐海洋風格及北歐簡約風格的設計加上義式創意料理的美麗中有美味；美味高貴而不貴。,02-87739986,台北市大安區光復南路一段280巷49號,25.0354457,121.5352616,起司蛋糕::NT$100<>燻雞可麗餅::NT$160<>抹茶麻糬水果鬆餅::NT$180,台北市,大安區,平日::11:30$$21:30<>週末::11:30$$21:30,NT$100$$NT$320,,,,,"異國料理,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,免費Wifi,友善充電座",,
官記 麵線 臭豆腐,創始店,這是一間臭豆腐和麵線專賣店。開放式空間方便輪椅使用者出入。店內沒有廁所，可至附近的木柵公園使用無障礙廁所。店內的價格都是50元，好算又好記。座位數不多，客人大多都外帶。三十年來就只有這麼一家，老闆不打算開分店，只有一家親手維持傳統的口感，老闆看似很嚴肅但人其實很好哦！,02-29397799,台北市文山區興隆路四段68-1號,24.9847708,121.5614232,傳統臭豆腐。::NT$50<>紅燒臭豆腐＋鴨血。::NT$50<>大腸麵線(大碗）。::NT$50,台北市,文山區,平日::15:00$$21:00<>週末::15:00$$21:00<>公休::禮拜日,NT$50$$NT$50,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
涮八方紫銅鍋,新店北新店,這是一間主打火鍋料理的餐廳。位於新店公所捷運站1號出口附近。感應式自動玻璃門方便輪椅使用者出入。店內只有一般廁所，可至附近捷運站或新店公所使用無障礙廁所。店門前可停車。燒餅包蒙古烤肉和海鮮類食材為老闆娘推薦，前往用餐的朋友可以嚐試看看。走道偏窄，滿座時顧客需挪動桌椅輪椅才能通行。提供友善充電座。,02-29173737,新北市新店區北新路一段351號,24.9693741,121.5418281,酸菜白肉鍋::NT$450元,新北市,新店區,平日::12:00$$14:30<>週末::17:30$$23:30<>午休::14:30$$17:30,NT$400$$NT$450<>(需加收10%服務費),店內沒有廁所,附近無停車位,,提供一般插座充電服務,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
貨櫃屋平價熱炒海鮮,蘆洲店,這是一間平價熱炒店。位於蘆洲熱鬧的光華路上。開放式空間方便輪椅使用者出入。店內沒有廁所，附近沒有無障礙廁所或沒有無障礙廁所的資訊。店內各種小炒讓人讚不絕口，泰式鱈魚肝、花生炒龍珠、醬炒透抽等，加上一瓶啤酒，真是一級棒享受。服務生熱忱招呼，是值得推薦的友善好餐廳。唯桌子較矮，輪椅使用者較難靠近用餐。,02-82854547,新北市蘆洲區光華路119巷117號,25.08235,121.466818,泰式拌海鮮::NT$120元,新北市,蘆洲區,平日::16:00$$01:30<>週末::16:00$$01:30,NT$100$$NT$240,店內只有一般廁所,附近無停車位,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
Skylark加州風洋食館,士林中山北店,這是一間麵、飯、牛排、pizza、下午茶皆有提供的複合式餐廳.，位於士林官邸附近。門為推拉式玻璃門，輪椅使用者需有人協助。店內只有一般廁所，可至士林捷運站使用無障礙廁所。內部裝潢很有味道，餐點也很有特色。用餐沒有時間限制，是個休閒的好地方。不管是逛完士林官邸後來這邊歇歇腳，或是用完餐去士林官邸逛逛，都是很好的選擇。,02-28837742,台北市士林區中山北路5段565號,25.0953435,121.5277257,香辣雞肉卷::NT$90,台北市,士林區,平日::11:00$$23:00<>週末::11:00$$23:00,NT$70$$NT$430<>(需加收10%服務費),,,,,"異國料理,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
星巴克咖啡Starbucks,南海門市,這是一間以咖啡、甜點和輕食為主的複合式咖啡店，臨近捷運中正紀念堂站。門為推拉式玻璃門，輪椅使用者需有人協助。店內只有一般廁所，可至附近捷運站使用無障礙廁所。店門外有身障專用的無障礙機車格停車位。店內燈光昏暗，菜單字體也非常小，對視力不好的朋友不太方便。主要走道還算寬敞，輪椅通行不成問題。,02-23960860,台北市中正區南海路20號,25.0324241,121.5168667,巧克力可可碎片(大)::NT$135,台北市,中正區,平日::06:30$$22:30<>週末::08:00$$22:00,NT$55$$NT$200,,,,,"西式餐廳,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
L'OCCITANE caf'e,,這是一間以輕食、甜點和飲料為主的複合式餐廳。門為推拉式玻璃雙開門，輪椅使用者需有人協助。店內只有一般廁所，可至捷運國父紀念館站使用無障礙廁所。外觀設計看似化妝品店，進到裡面才發現別有洞天，如果想跟朋友喝茶聊天，可以來這邊試試。服務生很nice，也有提供充電服務，一邊和朋友喝茶聊天可一邊充電，不必擔心下個行程會電力不足。,02-27418756,台北市大安區光復南路290巷32號,25.039401,121.5554954,LOCCITANE總匯三明治::NT$250,台北市,大安區,平日::11:00$$22:00<>週末::11:00$$22:00,NT$160$$NT$360<>(需加收10%服務費),沒有廁所,附近設有無障礙停車位,,提供一般插座充電服務,"西式餐廳,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
長鴻小館平價日式料理,,這是一間以丼飯、烏龍麵、手捲、壽司為主的平價日本料理店。開放式空間方便輪椅使用者出入。店內只有一般廁所，可至捷運國父紀念館站使用無障礙廁所。點餐時可選醋飯或熱飯，還有紫菜蛋花湯無限享用，想吃日式料理又不想花太多錢，可以來這解解饞！,02-27527111,台北市大安區光復南路200巷5號,25.0418824,121.5559565,鮭魚生魚片井::NT$$180<>日式炸蝦飯::NT$$130<>日式炸麻糬::NT$$50,台北市,大安區,平日::11:00$$21:00<>週末::11:30$$21:00<>午休::14:00$$17:00<>公休::禮拜日,NT$100$$NT$300,,,,,異國料理,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
鼎泰豐,101店,這是一間以小籠包和麵食聞名的連鎖餐廳，位在101百貨B1。開放式空間方便輪椅使用者出入，百貨內設有無障礙廁所。小籠包皮薄汁多肉飽滿，味道嘗起來很天然，沒有加太多調味料卻很好吃！雖然價錢比較貴，但偶爾享受一下也不錯。服務員都很專業熱情。用餐時間常見大排長龍，但是會優先安排身障朋友入座，真是貼心友善的服務。,02-81017799,台北市信義區市府路45號B1,25.0334929,121.564101,絲瓜蝦仁小籠包(10個)::NT$320<>蝦仁蛋炒飯::NT$200<>豆沙小籠包::NT$200,台北市,信義區,平日::11:00$$22:00<>週末::11:00$$22:00,NT$35$$NT$540<>(需加收10%服務費),店內沒有廁所,附近設有無障礙停車位,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,免費Wifi",,
LAI LAI 早午餐,新莊幸福路,這是一間以漢堡、三明治為主要料理的早午餐店。按壓式玻璃門方便輪椅使用者出入。店內只有一般廁所，附近的福壽活動中心設有無障礙廁所和無障礙停車位。餐點選擇多樣，美味可口。歡迎導盲犬進入。,02-22777908,新北市新莊區幸福路32號,25.0495437,121.4586766,丹麥土司(豬排)::NT$55<>鮮奶茶::NT$30<>拿鐵咖啡::NT$50,新北市,新莊區,平日::07:00$$15:00<>週末::07:00$$15:00,NT$20$$NT$130,店內只有一般廁所,附近設有無障礙停車位,,,"異國料理,甜點輕食,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
莊記上品鮮肉羹,,這是一間主打肉?料理的傳統小吃店。位於新莊民樂街上。開放式空間方便輪椅使用者出入。店內沒有廁所，可至附近的衛生福利部臺北醫院使用無障礙廁所。肉羹湯中的肉條用特製的配方醃漬，裹上薄薄太白粉，讓肉的鮮味包覆著，QQ嫩嫩的，加上大骨，柴魚熬煮的湯，更是加分。,02-29965763,新北市新莊區民樂街90號,25.044009,121.4579944,肉羹湯::NT$40元,新北市,新莊區,平日::11:00$$20:30<>週末::11:00$$20:30<>午休::14:30$$16:30<>公休::禮拜六,NT$30$$NT$70,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
茶之鄉飲料簡餐,,這是一間以飲品、炸物、簡餐和義大利麵料理為主的老牌泡沫紅茶店。開放式空間方便輪椅使用者出入。店內只有一般廁所，多樣的餐點選擇，是朋友聚會的好地方。,02-22053071,新北市新莊區民安路144巷9號,25.025106,121.424139,煙燻雞腿飯::NT$95元<>紅燒牛腩飯::NT$90元,新北市,新莊區,平日::00:00$$11:00<>週末::00:00$$11:00,NT$25$$NT$100,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
鼎鼎香涮涮鍋,,這是一家中式的火鍋料理店。位在新莊丹鳳站附近，是一間很普通但又很有魅力的火鍋店，這家店入口很平坦，進門時是自動門，出來時則是按壓式，裡面坐位寬敞坐位多，雖然店內沒無障礙廁所，但對面商業大樓內正好有無障礙廁所，所以可以安心用餐。這家店的湯頭是用甘蔗頭熬的，用料豐富，我個人喜歡梅花豬肉鍋，因為豬肉是上選黑毛豬，肉質非常軟嫩，喜歡吃火鍋的朋友可以來嚐嚐喔！,02-29017181,新北市新莊區富國路99號,25.025781,121.4210064,特選梅花豬肉鍋 ::NT$230,新北市,新莊區,平日::00:00$$11:00<>週末::00:00$$10:30<>午休::00:00$$00:00,30-620,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
唐記小吃館,,這是一間中式快炒店。位於新莊中港路和公園路交叉口旁。營業時段門會保持開啟狀態方便輪椅使用者出入。店內只有一般廁所，可至附近運動公園使用無障礙廁所。店內裝潢平實，平坦的店面方便嬰兒車和輪椅使用者進入用餐，老闆娘的炒菜功夫一流又快速，值得品嚐。,02-29961056,新北市新莊區中港路130號,25.0405935,121.4553876,咖哩雞飯::NT$60元,新北市,新莊區,平日::11:00$$21:00<>週末::00:00$$00:00<>午休::14:00$$17:00<>公休::禮拜日,NT$60$$NT$120,,,,,"中式餐廳,異國料理","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
鵝媽媽手工水餃,,這是一家手工水餃專賣店。門常保開啟狀態方便輪椅使用者出入，滿座時顧客需挪動桌椅輪椅才能通行，桌椅有容膝空間方便輪椅使用者用餐，店內沒有廁所，可至新莊捷運站或公園使用無障礙廁所。鵝媽媽手工水餃內餡飽滿，水餃皮Q彈，是用餐的好選擇！,02-29980506,新北市新莊區公園路220號對面,25.0404951,121.4560792,高麗菜單水餃::NT$50元,新北市,新莊區,平日::11:30$$20:30<>週末::11:30$$20:30<>午休::00:00$$00:00,NT$35$$NT$65,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,聽力不太好,友善充電座",,
寶飽煲,,這是一家以各式炒麵和燴飯為主的餐館，約有二十年的歷史，位於捷運士林站旁。按壓式自動玻璃門和平緩斜坡方便輪椅使用者出入。走道能讓一台輪椅通行。餐桌下方雖有淨空，但輪椅會卡住桌腳。店內只有一般廁所，可至附近捷運站使用無障礙廁所。服務生會介紹菜單，這裡的料理不只有長者喜歡，很多外國人和年輕人也喜歡。寶飽煲的口味較重，如果想吃清淡一點，點菜時可以告知服務人員。,02-28313481,台北市士林區福壽街3號,25.0956099,121.5256572,什錦豆腐煲::NT$$230<>蜜汁排骨::NT$$240<>綜合炒飯::NT$$85,台北市,士林區,平日::11:30$$20:30<>週末::11:30$$20:30<>午休::14:00$$17:30<>公休::禮拜一,NT$85$$NT$370,沒有廁所,附近無停車位,,提供一般插座充電服務,"中式餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
一家專味牛肉麵,,這是牛肉麵店。橫拉式玻璃門輪椅使用者需有人協助，走道僅能容納一台輪椅通行，桌椅有容膝空間方便輪椅使用者用餐。店內沒有廁所，可至附近的銀行或公園使用無障礙廁所。騎樓的坡度較陡，輪椅使用者需小心行駛。價格親民，喜歡牛肉麵的饕客一定要來試試。,02-29908024,新北市新莊區福壽街103號,25.0506754,121.4578578,牛肉湯麵::NT$50,新北市,新莊區,平日::11:30$$22:00<>週末::11:30$$22:00,NT$20$$NT$100,店內只有一般廁所,附近無停車位,,提供一般插座充電服務,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
知多家豬排專門店,士林店,這是一間日式豬排專賣店，距士林捷運站步行約五分鐘的距離。門為推拉式玻璃門，輪椅使用者需有人協助。店內只有一般廁所，可至附近捷運站使用無障礙廁所。內部空間寬敞，分成多個區域，每個區域都是一邊靠牆的沙發，一邊是可移動的椅子，服務員會安排適合輪椅的位子。結帳櫃檯高度適中，非常友善 ，也有多種套餐可加值點選。,02-28892270,台北市士林區中正路179號,25.0955199,121.5275855,咖哩豬排套餐::NT$160<>蟹肉咖哩麵加飲料，甜點::NT$320,台北市,士林區,平日::11:00$$21:00<>週末::11:00$$21:00,NT$50$$NT$410<>(需加收10%服務費),,,,,異國料理,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
85°C咖啡專賣店,幸福店,"85°C咖啡專賣店(幸福店),位於幸福路和福壽街的轉角處,該處沒地方停車,常有臨停的摩托車或汽車把人行道的斜坡擋住,所以要在這邊喝咖啡也要碰運氣,被擋住就上不去。其實它並沒有實質的店面桌椅,桌椅是擺在騎樓上。在車水馬龍的街邊喝咖啡也別有一番味道。附近就是福壽街,這邊是越晚越熱鬧。",02-22775001,新北市新莊區福壽街76號,25.049481,121.458447,拿鐵咖啡::NT$55,新北市,新莊區,平日::24小時<>週末::24小時,NT$25$$NT$650,店內沒有廁所,附近設有無障礙停車位,,,甜點輕食,輪椅嬰兒車,,
廣豐園,中誠店,廣豐園（中誠店）是一家港式料理餐廳。門為常保開啟方便輪椅通行，通道寬敞輪椅與行人通行無礙，容膝空間方便輪椅與娃娃車靠近用餐，斜對面中港國民小學有一個無障礙停車位，店內只有一般廁所，不便者若需使用無障礙廁所及可至新莊中平路上的家樂福，路程約5分鐘。,02-29979938,新北市新莊區中誠街181號,25.0472192,121.4476486,脆皮鴨腿飯::NT$90<>脆皮燒肉飯::NT$75,新北市,新莊區,平日::11:00$$20:30<>週末::11:00$$23:30<>午休::14:00$$16:30,NT$35$$NT$580,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
骨肉湯,,這是一間主打骨肉湯的傳統小吃店。位於新莊復興路上，開放式空間方便輪椅使用者出入。店內沒有廁所。骨肉湯是利用大骨熬煮的大骨湯，配上薑絲與青蔥，相當爽口好吃，提升湯頭美味。,02-29918016,新北市新莊區復興路三段101號,25.0446566,121.4638908,骨肉湯::NT$40元,新北市,新莊區,平日::07:00$$15:00<>週末::00:00$$00:00<>午休::00:00$$00:00<>公休::禮拜日,NT$20$$NT$40,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,友善充電座",,
新好味自助餐,,這是一間自助餐店。位於新莊公園路上。開放式空間方便輪椅使用者出入。店內只有一般廁所，可至新莊運動公園使用無障礙廁所。菜色大約20多樣，老闆很親切，會幫忙夾菜、送菜到餐桌上。菜色雖然沒有很花俏，不過吃起來還算清爽，不會太油。不吃大魚大肉時，自助餐是個平價又多樣的選擇。,02-29979367,新北市新莊區公園路158號,25.040062,121.453382,"青菜,豆皮和炒肉::NT$55",新北市,新莊區,平日::10:30$$20:00<>週末::10:30$$20:00<>午休::14:00$$17:00<>公休::禮拜日,NT$10$$NT$100,,,,,中式餐廳,"輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
育成蕃薯藤,忠孝庇護工場,這是一間以各式排餐、義大利麵和自助沙拉吧為主要的複合式餐廳，臨近捷運忠孝新生站，步行約十分鐘可達。門為推拉式玻璃門，輪椅使用者需有人協助。店內設有無障礙廁所。為落實健康有機的理念，店裡的全部食材都是自營農場當日直運，新鮮安全。為庇護工場所開設的餐廳，服務人員有一半是智能障礙者，他們動作緩慢，反應憨直可愛，非常認真工作，態度也很親切。,0987-654321,台北市中山區建國南路１段176號正對而(於建國高架橋下),25.0405889,121.5378063,普羅旺斯綜合香草酥烤去骨雞腿排(套餐)::NT$450<>荷蘭Edam起司侷烤鼠尾草蕃茄香燉牛肉(套餐)::NT$450<>有機時蔬自助沙拉吧::NT$320,台北市,中山區,平日::09:00$$21:30<>週末::09:00$$21:30,NT$320$$NT$450<>(需加收10%服務費),,,,,"中式餐廳,複合餐廳,甜點輕食,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,無障礙廁所,免費Wifi,友善充電座",,
貳樓,仁愛店,貳樓是一家美式餐廳，餐點有輕食、義大利麵、燉飯和炸物等多種選擇，份量非常多。出入口寬大，門的型式為木質推拉門。店內廁所空間較小，輪椅使用者可到斜對面中油加油站或捷運站使用無障礙廁所，加油站廁所平時會上鎖，需洽服務人員。仁愛店可搭公車254、280、72、263，或搭捷運至忠孝新生站，電梯出入口約步行18分鐘。內部有高腳椅、固定式沙發和活動桌椅，滿座時輪椅較不易通行。歡迎導盲犬進入，用餐時間為兩小時，低消90。,02-23579222,台北市大安區仁愛路二段108號,25.037913,121.532453,椒麻炸雞柳義大利麵。::NT$250<>,台北市,大安區,平日::10:00$$22:30<>週末::08:00$$22:30,275<>(需加收10%服務費),店內沒有廁所,本身設有無障礙停車位,,,"異國料理,複合餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
杜蘭朵,京站店,這是一間以義大利麵和下午茶為主的義式餐廳，位於京站百貨二樓。店名取自於中國為背景的歌劇-杜蘭朵公主(Turandot)。開放式空間方便輪椅使用者出入，商場內設有無障礙廁所和無障礙車位。巧克力蛋糕的造型可愛，美味可口，高貴不貴。店內裝潢高級典雅，環境安靜，寬敞明亮；挑高的格局，大面落地窗的採光，加上服務生親切的態度，讓人感覺舒適自在。,02-25539799,台北市大同區承德路一段1號2樓(京站廣場),25.0493618,121.5168299,美式咖啡獨享下午茶組::NT$220<>巧克力牛奶酥獨享下午茶組。 ::NT$220,台北市,大同區,平日::11:00$$21:30<>週五$$日::11:00$$22:00,NT$150$$NT$350<>(需加收10%服務費),店內只有一般廁所,附近無停車位,,,"西式餐廳,甜點輕食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好,免費Wifi,友善充電座",,
奧羅拉疏食創意咖啡,,奧羅拉蔬食創意咖啡離捷運蘆洲站步行約15分鐘，店內餐點全為素食，選擇不算多樣但老闆非常親切，餐點也非常好吃。平日14:00-17:30為休息時間，假日整天都有營業。店內空間不算寬敞，如果輪椅數較多時，建議可坐戶外區的座位。廁所在餐廳最深處，輪椅無法進入，可至附近的公園使用無障礙廁所。,02-28474988,新北市蘆洲區光明路21號,25.086771,121.460654,茄汁鮮蔬焗烤尖管麵::NT$150,新北市,蘆洲區,平日::11:30$$21:00<>週末::11:30$$21:00<>午休::14:00$$17:30<>公休::禮拜一,NT$120$$NT$250,店內只有一般廁所,附近無停車位,提供Wi-Fi無線上網,提供一般插座充電服務,"西式餐廳,複合餐廳,甜點輕食,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
極品軒,,這是一間道地的江浙料理餐廳，臨近捷運台大醫院站。門為推拉式玻璃門，輪椅使用者需有人協助。店內只有一般廁所，可至附近捷運站使用無障礙廁所。招牌小籠湯包皮薄汁多、皺摺也多，值得一試。服務帶熱忱，是間受長輩們歡迎的餐廳，很適合家庭聚餐。,02-23885880,台北市中正區衡陽路18號,25.042232,121.513466,小籠湯包::NT$198<>玫瑰湯圓::NT$一顆40元,台北市,中正區,平日::11:30$$21:00<>週末::11:30$$21:00<>午休::14:00$$17:30,NT$198$$NT$500<>(需加收10%服務費),,,,,"中式餐廳,健康素食","輪椅嬰兒車,孕婦拐杖族,眼睛不方便,聽力不太好",,
